,,EPSReportDate,EPSSurpriseDollar,actualEPS,announceTime,consensusEPS,estimatedChangePercent,estimatedEPS,fiscalEndDate,fiscalPeriod,numberOfEstimates,symbolId,yearAgo,yearAgoChangePercent
GPX,-1q,2018-05-03,0.01,0.23,BTO,0.22,-0.0833333333333333,0.22,2018-03-31,Q1 2018,3,2974,0.24,-0.04166666666666659
GPX,-2q,2018-03-01,0.12,0.38,BTO,0.26,-0.35000000000000003,0.26,2017-12-31,Q4 2017,3,2974,0.4,-0.050000000000000044
GPX,-3q,2017-11-02,0.03,0.29,BTO,0.26,-0.10344827586206887,0.26,2017-09-30,Q3 2017,3,2974,0.29,
GPX,-4q,2017-07-27,0.03,0.35,BTO,0.32,0.10344827586206906,0.32,2017-06-30,Q2 2017,3,2974,0.29,0.20689655172413793
GRA,-1q,2018-04-25,0.11,0.82,BTO,0.71,0.0441176470588234,0.71,2018-03-31,Q1 2018,4,2975,0.68,0.20588235294117632
GRA,-2q,2018-02-08,0.02,0.98,BTO,0.96,0.010526315789473694,0.96,2017-12-31,Q4 2017,4,2975,0.95,0.03157894736842108
GRA,-3q,2017-10-25,0.09,0.9,BTO,0.81,0.012500000000000011,0.81,2017-09-30,Q3 2017,4,2975,0.8,0.12499999999999997
GRA,-4q,2017-07-27,0.04,0.84,BTO,0.8,0.08108108108108115,0.8,2017-06-30,Q2 2017,4,2975,0.74,0.13513513513513511
GRBK,-1q,2018-05-07,,0.29,AMC,,,,2018-03-31,,,753,0.21,0.38095238095238093
GRBK,-2q,2018-03-12,,0.21,,,,,2017-12-31,,,753,0.28,-0.2500000000000001
GRBK,-3q,2017-11-06,,0.29,AMC,,,,2017-09-30,,,753,0.2,0.44999999999999984
GRBK,-4q,2017-08-07,,0.25,AMC,,,,2017-06-30,,,753,0.22,0.13636363636363635
GRC,-1q,2018-04-26,,0.38,BTO,,,,2018-03-31,,,2977,0.23,0.6521739130434782
GRC,-2q,2018-02-09,,0.31,BTO,,,,2017-12-31,Q4 2017,,2977,0.24,0.2916666666666667
GRC,-3q,2017-10-27,0.08,0.33,BTO,0.25,0.041666666666666706,0.25,2017-09-30,Q3 2017,1.0,2977,0.24,0.3750000000000001
GRC,-4q,2017-07-28,0.13,0.35,BTO,0.22,-0.12,0.22,2017-06-30,Q2 2017,1.0,2977,0.25,0.3999999999999999
GRFS,-1q,2018-05-03,0.01,0.29,,0.28,0.07692307692307698,0.28,2018-03-31,Q1 2018,2,2982,0.26,0.11538461538461527
GRFS,-2q,2018-02-28,-0.03,0.28,,0.31,,0.31,2017-12-31,Q4 2017,1,2982,,
GRFS,-3q,2017-11-02,,0.29,,0.29,0.035714285714285546,0.29,2017-09-30,Q3 2017,2,2982,0.28,0.035714285714285546
GRFS,-4q,2017-07-28,-0.01,0.27,,0.28,0.03703703703703707,0.28,2017-06-30,Q2 2017,2,2982,0.27,
GRIF,-1q,2018-04-09,,-0.14,,,,,2018-02-28,,,2987,-0.19,0.26315789473684204
GRIF,-2q,2018-02-08,,-0.1,,,,,2017-11-30,,,2987,0.26,-1.3846153846153846
GRIF,-3q,2017-10-10,,0.26,,,,,2017-08-31,,,2987,-0.01,27.0
GRIF,-4q,2017-07-07,,0.94,,,,,2017-05-31,,,2987,-0.07,14.428571428571427
GRMN,-1q,2018-05-02,0.12,0.68,BTO,0.56,0.07692307692307698,0.56,2018-03-31,Q1 2018,6,2988,0.52,0.30769230769230776
GRMN,-2q,2018-02-21,0.04,0.79,BTO,0.75,0.02739726027397263,0.75,2017-12-31,Q4 2017,7,2988,0.73,0.08219178082191789
GRMN,-3q,2017-11-01,0.09,0.75,BTO,0.66,-0.11999999999999995,0.66,2017-09-30,Q3 2017,9,2988,0.75,
GRMN,-4q,2017-08-02,0.07,0.88,BTO,0.81,-0.06896551724137924,0.81,2017-06-30,Q2 2017,9,2988,0.87,0.011494252873563229
GROW,-1q,2018-05-10,,-0.07,BTO,,,,2018-03-31,,,2991,,
GROW,-2q,2018-02-14,,0.05,,,,,2017-12-31,,,2991,,
GROW,-3q,2017-11-09,,0.08,AMC,,,,2017-09-30,,,2991,0.02,3.0
GROW,-4q,2017-09-12,,-0.05,AMC,,,,2017-06-30,,,2991,-0.02,-1.5
GRPN,-1q,2018-05-09,0.04,,BTO,-0.04,-1.0,-0.04,2018-03-31,Q1 2018,6,2993,-0.02,
GRPN,-2q,2018-02-14,-0.01,0.04,BTO,0.05,0.6666666666666669,0.05,2017-12-31,Q4 2017,6,2993,0.03,0.3333333333333334
GRPN,-3q,2017-11-01,0.03,-0.01,BTO,-0.04,0.3333333333333333,-0.04,2017-09-30,Q3 2017,6,2993,-0.06,0.8333333333333333
GRPN,-4q,2017-08-02,0.03,-0.01,BTO,-0.04,0.3333333333333333,-0.04,2017-06-30,Q2 2017,5,2993,-0.06,0.8333333333333333
GRUB,-1q,2018-05-01,0.17,0.44,BTO,0.27,0.1250000000000001,0.27,2018-03-31,Q1 2018,9,8315,0.24,0.8333333333333334
GRUB,-2q,2018-02-08,0.07,0.31,BTO,0.24,0.26315789473684204,0.24,2017-12-31,Q4 2017,10,8315,0.19,0.631578947368421
GRUB,-3q,2017-10-25,0.04,0.22,BTO,0.18,-0.05263157894736847,0.18,2017-09-30,Q3 2017,10,8315,0.19,0.15789473684210525
GRUB,-4q,2017-08-03,0.01,0.22,AMC,0.21,0.1052631578947368,0.21,2017-06-30,Q2 2017,8,8315,0.19,0.15789473684210525
GRVY,-1q,2018-04-27,,1.48,,,,,2017-12-31,,,3000,0.12,11.333333333333332
GRVY,-2q,2018-04-27,,0.96,,,,,2018-03-31,,,3000,0.56,0.7142857142857141
GRVY,-3q,2017-10-30,,0.68,,,,,2017-09-30,,,3000,0.74,-0.081081081081081
GRVY,-4q,2017-08-09,,0.9,BTO,,,,2017-06-30,,,3000,-0.4,3.25
GS,-1q,2018-04-17,1.28,6.95,BTO,5.67,0.10097087378640768,5.67,2018-03-31,Q1 2018,6,3004,5.15,0.3495145631067961
GS,-2q,2018-01-17,0.78,5.68,BTO,4.9,-0.035433070866141676,4.9,2017-12-31,Q4 2017,6,3004,5.08,0.11811023622047237
GS,-3q,2017-10-17,0.71,5.02,BTO,4.31,-0.11680327868852465,4.31,2017-09-30,Q3 2017,7,3004,4.88,0.02868852459016387
GS,-4q,2017-07-18,0.59,3.95,BTO,3.36,-0.09677419354838718,3.36,2017-06-30,Q2 2017,5,3004,3.72,0.061827956989247305
GSAT,-1q,2018-05-10,,-0.02,BTO,-0.02,,-0.02,2018-03-31,Q1 2018,1.0,8562,-0.02,
GSAT,-2q,2018-02-22,,-0.02,,,,,2017-12-31,,,8562,-0.11,0.8181818181818181
GSAT,-3q,2017-11-02,,0.04,AMC,,,,2017-09-30,,,8562,,
GSAT,-4q,2017-08-03,,-0.09,AMC,,,,2017-06-30,,,8562,0.01,-9.999999999999998
GSB,-1q,2018-06-14,,-0.04,,,,,2018-03-31,,,3012,0.03,-2.3333333333333335
GSB,-2q,2018-04-05,,,,,,,2017-12-31,,,3012,0.06,
GSB,-3q,2018-01-04,,,,,,,2017-09-30,,,3012,0.06,
GSB,-4q,2017-10-05,,,,,,,2017-06-30,,,3012,0.04,
GSBC,-1q,2018-04-18,0.08,0.95,AMC,0.87,0.074074074074074,0.87,2018-03-31,Q1 2018,1,3013,0.81,0.17283950617283939
GSBC,-2q,2018-01-23,0.07,0.89,AMC,0.82,-0.012048192771084348,0.82,2017-12-31,Q4 2017,1,3013,0.83,0.07228915662650609
GSBC,-3q,2017-10-18,,0.82,,0.82,0.024999999999999883,0.82,2017-09-30,Q3 2017,1,3013,0.8,0.024999999999999883
GSBC,-4q,2017-07-19,0.34,1.14,AMC,0.8,-0.10112359550561795,0.8,2017-06-30,Q2 2017,1,3013,0.89,0.28089887640449424
GSBD,-1q,2018-05-03,,0.47,AMC,0.47,-0.04081632653061228,0.47,2018-03-31,Q1 2018,4,9831,0.49,-0.04081632653061228
GSBD,-2q,2018-02-22,,0.47,AMC,0.47,-0.06000000000000005,0.47,2017-12-31,Q4 2017,4,9831,0.5,-0.06000000000000005
GSBD,-3q,2017-11-02,,0.47,AMC,0.47,-0.07843137254901968,0.47,2017-09-30,Q3 2017,4,9831,0.51,-0.07843137254901968
GSBD,-4q,2017-08-03,0.15,0.64,AMC,0.49,-0.020000000000000018,0.49,2017-06-30,Q2 2017,4,9831,0.5,0.28
GSH,-1q,2018-04-25,,,,,,,2017-12-31,,,3019,0.07,
GSH,-2q,2017-11-03,,0.4,,,,,2017-09-30,,,3019,,
GSH,-3q,2017-08-25,,0.22,,,,,2017-06-30,,,3019,0.41,-0.46341463414634143
GSH,-4q,2017-04-26,,0.29,,,,,2017-03-31,,,3019,0.35,-0.17142857142857143
GSHD,-1q,2018-06-06,-0.01,0.08,,0.09,,0.09,2018-03-31,Q1 2018,2,14339,,
GSHT,-1q,2018-01-05,,,,,,,2017-09-30,,,12429,,
GSIT,-1q,2018-05-03,,0.01,AMC,,,,2018-03-31,,,3022,-0.07,1.1428571428571428
GSIT,-2q,2018-01-25,,-0.07,AMC,,,,2017-12-31,,,3022,0.02,-4.5
GSIT,-3q,2017-10-26,,-0.08,AMC,,,,2017-09-30,,,3022,0.03,-3.666666666666667
GSIT,-4q,2017-07-27,,-0.07,AMC,,,,2017-06-30,,,3022,0.01,-8.0
GSK,-1q,2018-04-25,-0.02,0.68,,0.7,0.12903225806451607,0.7,2018-03-31,Q1 2018,3,3025,0.62,0.09677419354838718
GSK,-2q,2018-02-07,0.03,0.72,,0.69,0.06153846153846142,0.69,2017-12-31,Q4 2017,3,3025,0.65,0.10769230769230762
GSK,-3q,2017-10-25,0.01,0.85,,0.84,0.012048192771084348,0.84,2017-09-30,Q3 2017,5,3025,0.83,0.024096385542168697
GSK,-4q,2017-07-26,0.02,0.7,,0.68,-0.02857142857142844,0.68,2017-06-30,Q2 2017,3,3025,0.7,
GSL,-1q,2018-04-30,,0.09,BTO,,,,2018-03-31,,,3026,0.14,-0.3571428571428572
GSL,-2q,2018-03-05,,0.05,BTO,,,,2017-12-31,Q4 2017,,3026,-0.29,1.1724137931034482
GSL,-3q,2017-11-02,,0.19,BTO,,,,2017-09-30,,,3026,0.11,0.7272727272727273
GSL,-4q,2017-07-31,,0.13,BTO,,,,2017-06-30,,,3026,0.12,0.08333333333333341
GSM,-1q,2018-05-21,0.03,0.21,AMC,0.18,7.0,0.18,2018-03-31,Q1 2018,5,10971,-0.03,8.0
GSM,-2q,2018-02-26,-0.01,0.06,AMC,0.07,1.777777777777778,0.07,2017-12-31,Q4 2017,5,10971,-0.09,1.6666666666666667
GSM,-3q,2017-11-27,0.02,0.05,AMC,0.03,1.3333333333333333,0.03,2017-09-30,Q3 2017,5,10971,-0.09,1.5555555555555558
GSM,-4q,2017-08-29,0.04,0.05,,0.01,2.0,0.01,2017-06-30,Q2 2017,5,10971,-0.01,6.0
GSS,-1q,2018-05-02,-0.03,,,0.03,1.9999999999999996,0.03,2018-03-31,Q1 2018,2.0,3032,0.01,
GSS,-2q,2018-02-20,,0.04,AMC,0.04,3.0,0.04,2017-12-31,Q4 2017,3.0,3032,0.01,3.0
GSS,-3q,2017-11-01,0.02,0.05,AMC,0.03,1.9999999999999996,0.03,2017-09-30,Q3 2017,2.0,3032,0.01,4.0
GSS,-4q,2017-08-01,,0.02,AMC,,,,2017-06-30,Q2 2017,,3032,0.01,1.0
GST,-1q,2018-05-10,-0.02,-0.06,AMC,-0.04,0.3333333333333333,-0.04,2018-03-31,Q1 2018,3,3033,-0.06,
GST,-2q,2018-03-15,,-0.03,AMC,-0.03,0.5,-0.03,2017-12-31,Q4 2017,4,3033,-0.06,0.5
GST,-3q,2017-11-08,-0.01,-0.05,AMC,-0.04,0.5,-0.04,2017-09-30,Q3 2017,5,3033,-0.08,0.375
GST,-4q,2017-08-03,-0.02,-0.05,AMC,-0.03,0.75,-0.03,2017-06-30,Q2 2017,5,3033,-0.12,0.5833333333333333
GSUM,-1q,2018-04-04,,,,,,,2017-12-31,,,11765,-0.11,
GSUM,-2q,2017-11-28,,-0.17,AMC,,,,2017-09-30,Q3 2017,,11765,-0.35,0.5142857142857142
GSUM,-3q,2017-08-24,,-0.16,AMC,,,,2017-06-30,Q2 2017,,11765,,
GSUM,-4q,2017-05-25,-0.1,-0.28,AMC,-0.18,,-0.18,2017-03-31,Q1 2017,1.0,11765,,
GSV,-1q,2018-05-11,,-0.01,,,,,2018-03-31,Q1 2018,,3035,-0.01,
GSV,-2q,2018-03-30,,,,,,,2017-12-31,Q4 2017,1.0,3035,-0.01,
GSV,-3q,2017-11-14,-0.01,-0.02,,-0.01,,-0.01,2017-09-30,Q3 2017,1.0,3035,-0.01,-1.0
GSV,-4q,2017-08-14,,-0.01,,-0.01,,-0.01,2017-06-30,Q2 2017,1.0,3035,-0.01,
GSVC,-1q,2018-05-08,,,AMC,,,,2018-03-31,Q1 2018,,3036,-0.22,
GSVC,-2q,2018-03-13,,-0.17,AMC,,,,2017-12-31,Q4 2017,,3036,0.17,-2.0
GSVC,-3q,2017-11-08,,-0.2,AMC,,,,2017-09-30,Q3 2017,,3036,-0.19,-0.05263157894736847
GSVC,-4q,2017-08-08,,-0.27,AMC,,,,2017-06-30,Q2 2017,,3036,-0.06,-3.5000000000000004
GT,-1q,2018-04-25,0.06,0.5,BTO,0.44,-0.4054054054054054,0.44,2018-03-31,Q1 2018,4,3038,0.74,-0.32432432432432434
GT,-2q,2018-02-08,0.23,0.99,BTO,0.76,-0.19999999999999996,0.76,2017-12-31,Q4 2017,4,3038,0.95,0.04210526315789478
GT,-3q,2017-10-27,0.04,0.71,BTO,0.67,-0.4273504273504273,0.67,2017-09-30,Q3 2017,5,3038,1.17,-0.39316239316239315
GT,-4q,2017-07-28,-0.02,0.7,BTO,0.72,-0.3793103448275862,0.72,2017-06-30,Q2 2017,5,3038,1.16,-0.39655172413793105
GTE,-1q,2018-05-01,-0.04,0.05,AMC,0.09,2.0,0.09,2018-03-31,Q1 2018,1,3041,0.03,0.6666666666666669
GTE,-2q,2018-02-27,-0.03,0.04,AMC,0.07,0.7500000000000001,0.07,2017-12-31,Q4 2017,2,3041,0.04,
GTE,-3q,2017-11-02,-0.04,0.01,AMC,0.05,2.0,0.05,2017-09-30,Q3 2017,2,3041,-0.05,1.2
GTE,-4q,2017-08-03,-0.06,-0.02,AMC,0.04,1.7999999999999998,0.04,2017-06-30,Q2 2017,2,3041,-0.05,0.6
GTES,-1q,2018-05-02,0.06,0.25,AMC,0.19,,0.19,2018-03-31,Q1 2018,3,13966,,
GTES,-2q,2018-03-13,,,AMC,,,,2017-12-31,Q4 2017,3,13966,,
GTHX,-1q,2018-05-03,-0.06,-0.7,,-0.64,,-0.64,2018-03-31,Q1 2018,3,12792,,
GTHX,-2q,2018-02-21,-0.02,-0.6,AMC,-0.58,,-0.58,2017-12-31,Q4 2017,3,12792,,
GTHX,-3q,2017-11-08,0.01,-0.55,,-0.56,,-0.56,2017-09-30,Q3 2017,3,12792,,
GTHX,-4q,2017-08-09,-0.46,-1.09,,-0.63,,-0.63,2017-06-30,Q2 2017,3,12792,,
GTIM,-1q,2018-05-10,0.01,-0.03,AMC,-0.04,0.3333333333333333,-0.04,2018-03-31,Q2 2018,1,3043,-0.06,0.5
GTIM,-2q,2018-02-01,0.02,-0.05,AMC,-0.07,-0.4000000000000001,-0.07,2017-12-31,Q1 2018,1,3043,-0.05,
GTIM,-3q,2017-12-07,0.02,-0.05,AMC,-0.07,-6.0,-0.07,2017-09-30,Q4 2017,2,3043,-0.01,-4.0
GTIM,-4q,2017-08-10,-0.03,-0.02,AMC,0.01,-0.75,0.01,2017-06-30,Q3 2017,1,3043,0.04,-1.5
GTLS,-1q,2018-04-19,0.04,0.23,BTO,0.19,18.0,0.19,2018-03-31,Q1 2018,3,3046,0.01,22.0
GTLS,-2q,2018-02-22,0.14,0.46,BTO,0.32,,0.32,2017-12-31,Q4 2017,5,3046,,
GTLS,-3q,2017-10-26,0.07,0.3,BTO,0.23,-0.5660377358490567,0.23,2017-09-30,Q3 2017,6,3046,0.53,-0.43396226415094347
GTLS,-4q,2017-07-27,,0.21,BTO,0.21,-0.7083333333333334,0.21,2017-06-30,Q2 2017,6,3046,0.72,-0.7083333333333334
GTN,-1q,2018-05-08,0.07,0.22,BTO,0.15,-0.06250000000000006,0.15,2018-03-31,Q1 2018,4,3047,0.16,0.375
GTN,-2q,2018-02-27,0.15,0.4,BTO,0.25,-0.4897959183673469,0.25,2017-12-31,Q4 2017,3,3047,0.49,-0.18367346938775503
GTN,-3q,2017-11-06,,0.21,BTO,0.21,-0.19230769230769237,0.21,2017-09-30,Q3 2017,3,3047,0.26,-0.19230769230769237
GTN,-4q,2017-08-08,0.02,0.28,BTO,0.26,0.08333333333333341,0.26,2017-06-30,Q2 2017,2,3047,0.24,0.16666666666666682
GTN.A,-1q,2018-05-08,,0.22,BTO,,,,2018-03-31,,,3048,0.16,0.375
GTN.A,-2q,2018-02-27,,0.4,BTO,,,,2017-12-31,,,3048,0.49,-0.18367346938775503
GTN.A,-3q,2017-11-06,,0.21,BTO,,,,2017-09-30,,,3048,0.26,-0.19230769230769237
GTN.A,-4q,2017-08-08,,0.28,BTO,,,,2017-06-30,,,3048,0.24,0.16666666666666682
GTS,-1q,2018-05-08,0.36,0.6,BTO,0.24,2.1999999999999997,0.24,2018-03-31,Q1 2018,1,3050,-0.2,4.0
GTS,-2q,2018-03-01,0.67,0.94,BTO,0.27,0.9285714285714285,0.27,2017-12-31,Q4 2017,1,3050,0.14,5.7142857142857135
GTS,-3q,2017-11-09,0.59,0.77,BTO,0.18,1.6923076923076923,0.18,2017-09-30,Q3 2017,1,3050,-0.26,3.9615384615384617
GTS,-4q,2017-08-08,0.57,0.39,BTO,-0.18,-2.1249999999999996,-0.18,2017-06-30,Q2 2017,1,3050,0.16,1.4375
GTT,-1q,2018-05-03,-0.05,-0.12,BTO,-0.07,-2.4,-0.07,2018-03-31,Q1 2018,5,3051,0.05,-3.3999999999999995
GTT,-2q,2018-03-01,0.17,0.04,BTO,-0.13,-5.5,-0.13,2017-12-31,Q4 2017,4,3051,-0.02,3.0
GTT,-3q,2017-11-02,0.07,0.04,BTO,-0.03,-1.2142857142857142,-0.03,2017-09-30,Q3 2017,6,3051,0.14,-0.7142857142857143
GTT,-4q,2017-08-03,0.05,0.02,BTO,-0.03,,-0.03,2017-06-30,Q2 2017,5,3051,,
GTXI,-1q,2018-05-15,-0.19,-0.62,,-0.43,-0.1025641025641025,-0.43,2018-03-31,Q1 2018,2.0,3054,-0.39,-0.5897435897435896
GTXI,-2q,2018-03-12,-0.04,-0.43,,-0.39,0.1136363636363636,-0.39,2017-12-31,Q4 2017,2.0,3054,-0.44,0.02272727272727275
GTXI,-3q,2017-11-14,-0.25,-0.53,,-0.28,0.43999999999999995,-0.28,2017-09-30,Q3 2017,1.0,3054,-0.5,-0.06000000000000005
GTXI,-4q,2017-08-14,,-0.4,,,,,2017-06-30,Q2 2017,,3054,-0.4,
GTY,-1q,2018-05-08,-0.05,0.42,AMC,0.47,0.14634146341463414,0.47,2018-03-31,Q1 2018,3,3055,0.41,0.024390243902439046
GTY,-2q,2018-02-28,-0.02,0.43,AMC,0.45,0.046511627906976785,0.45,2017-12-31,Q4 2017,3,3055,0.43,
GTY,-3q,2017-10-25,-0.03,0.42,AMC,0.45,,0.45,2017-09-30,Q3 2017,2,3055,0.45,-0.06666666666666672
GTY,-4q,2017-07-26,0.12,0.53,AMC,0.41,-0.023809523809523832,0.41,2017-06-30,Q2 2017,1,3055,0.42,0.26190476190476203
GTYH,-1q,2018-06-29,,,,,,,2018-03-31,,,12079,,
GTYH,-2q,2018-01-05,,,,,,,2017-09-30,,,12079,,
GURE,-1q,2018-05-10,,-0.15,,,,,2018-03-31,,,3061,0.17,-1.8823529411764706
GURE,-2q,2018-03-19,,0.05,,,,,2017-12-31,,,3061,0.13,-0.6153846153846154
GURE,-3q,2017-11-13,,0.07,,,,,2017-09-30,,,3061,0.23,-0.6956521739130435
GURE,-4q,2017-08-11,,0.3,AMC,,,,2017-06-30,,,3061,0.28,0.07142857142857129
GVA,-1q,2018-04-30,0.24,-0.13,BTO,-0.37,0.3833333333333333,-0.37,2018-03-31,Q1 2018,2,3066,-0.6,0.7833333333333333
GVA,-2q,2018-02-16,0.04,0.72,BTO,0.68,0.7000000000000001,0.68,2017-12-31,Q4 2017,4,3066,0.4,0.7999999999999998
GVA,-3q,2017-10-27,0.04,1.14,BTO,1.1,0.19565217391304351,1.1,2017-09-30,Q3 2017,4,3066,0.92,0.23913043478260854
GVA,-4q,2017-08-01,-0.25,0.35,BTO,0.6,0.7142857142857143,0.6,2017-06-30,Q2 2017,4,3066,0.35,
GVP,-1q,2018-05-15,,-0.02,AMC,,,,2018-03-31,,,3068,0.01,-3.0
GVP,-2q,2018-03-15,,-0.03,AMC,,,,2017-12-31,,,3068,0.06,-1.5
GVP,-3q,2017-11-14,,,AMC,,,,2017-09-30,,,3068,,
GVP,-4q,2017-08-14,,0.05,AMC,,,,2017-06-30,,,3068,0.04,0.25000000000000006
GWB,-1q,2018-04-26,-0.01,0.69,BTO,0.7,0.16666666666666663,0.7,2018-03-31,Q2 2018,6,9317,0.6,0.14999999999999997
GWB,-2q,2018-01-25,0.09,0.72,BTO,0.63,,0.63,2017-12-31,Q1 2018,6,9317,0.63,0.1428571428571428
GWB,-3q,2017-10-26,0.03,0.64,BTO,0.61,0.016666666666666684,0.61,2017-09-30,Q4 2017,7,9317,0.6,0.06666666666666674
GWB,-4q,2017-07-27,-0.03,0.59,BTO,0.62,0.05084745762711869,0.62,2017-06-30,Q3 2017,6,9317,0.59,
GWGH,-1q,2018-05-11,1.73,0.46,BTO,-1.27,-2.96875,-1.27,2018-03-31,Q1 2018,1,8575,-0.32,2.4375
GWGH,-2q,2018-03-29,1.01,0.21,,-0.8,-1.5633802816901408,-0.8,2017-12-31,Q4 2017,1,8575,1.42,-0.852112676056338
GWGH,-3q,2017-11-09,1.95,0.94,BTO,-1.01,-2.0306122448979593,-1.01,2017-09-30,Q3 2017,1,8575,0.98,-0.04081632653061228
GWGH,-4q,2017-08-10,1.82,1.26,,-0.56,-2.931034482758621,-0.56,2017-06-30,Q2 2017,1,8575,0.29,3.344827586206897
GWPH,-1q,2018-05-08,-0.9,-3.12,AMC,-2.22,-0.3058823529411766,-2.22,2018-03-31,Q2 2018,2,3072,-1.7,-0.835294117647059
GWPH,-2q,2018-02-05,-0.4,-2.43,AMC,-2.03,-1.636363636363636,-2.03,2017-12-31,Q1 2018,5,3072,-0.77,-2.155844155844156
GWPH,-3q,2017-12-04,-0.45,-2.18,BTO,-1.73,-0.9438202247191011,-1.73,2017-09-30,Q4 2017,4,3072,-0.89,-1.449438202247191
GWPH,-4q,2017-08-07,-0.34,-2.07,AMC,-1.73,-1.36986301369863,-1.73,2017-06-30,Q3 2017,2,3072,-0.73,-1.8356164383561642
GWR,-1q,2018-05-01,-0.04,0.7,BTO,0.74,0.39622641509433953,0.74,2018-03-31,Q1 2018,7,3073,0.53,0.32075471698113195
GWR,-2q,2018-02-08,0.02,0.77,BTO,0.75,-0.24242424242424243,0.75,2017-12-31,Q4 2017,7,3073,0.99,-0.2222222222222222
GWR,-3q,2017-10-31,-0.02,0.81,BTO,0.83,-0.12631578947368421,0.83,2017-09-30,Q3 2017,8,3073,0.95,-0.14736842105263148
GWR,-4q,2017-08-01,0.07,0.8,BTO,0.73,-0.09876543209876551,0.73,2017-06-30,Q2 2017,7,3073,0.81,-0.012345679012345689
GWRE,-1q,2018-06-05,-0.03,-0.26,AMC,-0.23,-12.5,-0.23,2018-04-30,Q3 2018,4,3074,0.02,-14.000000000000002
GWRE,-2q,2018-03-06,0.01,,AMC,-0.01,-1.125,-0.01,2018-01-31,Q2 2018,4,3074,0.08,
GWRE,-3q,2017-11-29,0.2,-0.11,AMC,-0.31,-2.4444444444444446,-0.31,2017-10-31,Q1 2018,5,3074,-0.09,-0.22222222222222227
GWRE,-4q,2017-09-06,0.18,0.41,AMC,0.23,,0.23,2017-07-31,Q4 2017,4,3074,0.23,0.7826086956521737
GWRS,-1q,2018-05-09,0.01,0.02,BTO,0.01,,0.01,2018-03-31,Q1 2018,1,11298,,
GWRS,-2q,2018-03-09,0.01,0.02,BTO,0.01,,0.01,2017-12-31,Q4 2017,1,11298,,
GWRS,-3q,2017-11-09,0.02,0.06,BTO,0.04,-0.3333333333333333,0.04,2017-09-30,Q3 2017,1,11298,0.06,
GWRS,-4q,2017-08-08,-0.02,0.02,BTO,0.04,5.0,0.04,2017-06-30,Q2 2017,1,11298,-0.01,3.0
GWW,-1q,2018-04-19,0.77,4.18,BTO,3.41,0.18402777777777787,3.41,2018-03-31,Q1 2018,9,3076,2.88,0.45138888888888884
GWW,-2q,2018-01-24,0.76,2.94,BTO,2.18,-0.11020408163265306,2.18,2017-12-31,Q4 2017,10,3076,2.45,0.1999999999999999
GWW,-3q,2017-10-17,0.33,2.9,BTO,2.57,-0.16013071895424844,2.57,2017-09-30,Q3 2017,12,3076,3.06,-0.05228758169934645
GWW,-4q,2017-07-19,0.12,2.74,BTO,2.62,-0.09342560553633218,2.62,2017-06-30,Q2 2017,9,3076,2.89,-0.05190311418685118
GXP,-1q,2018-05-02,0.04,0.19,AMC,0.15,,0.15,2018-03-31,Q1 2018,1,3081,0.13,
GXP,-2q,2018-02-21,,0.13,AMC,0.13,,0.13,2017-12-31,Q4 2017,5,3081,0.13,
GXP,-3q,2017-11-01,0.09,1.05,AMC,0.96,,0.96,2017-09-30,Q3 2017,4,3081,1.0,
GXP,-4q,2017-08-09,-0.04,0.43,AMC,0.47,,0.47,2017-06-30,Q2 2017,3,3081,0.55,
GYRO,-1q,2016-09-30,,,,,,,2016-06-30,Q2 2016,,10473,-0.05,
GYRO,-2q,2016-07-01,,,,,,,2016-03-31,Q1 2016,,10473,-0.04,
GYRO,-3q,2016-03-29,,,,,,,2015-12-31,Q4 2015,,10473,0.14,
GYRO,-4q,2016-01-06,,,,,,,2015-09-30,Q3 2015,,10473,-0.01,
GZT,-1q,2018-05-27,,-0.73,BTO,,,,2018-03-31,Q1 2018,,3090,0.54,-2.3518518518518516
GZT,-2q,2018-03-28,,,BTO,,,,2017-12-31,Q4 2017,,3090,,
GZT,-3q,2017-11-20,0.15,0.35,BTO,0.2,-0.23076923076923075,0.2,2017-09-30,Q3 2017,1.0,3090,0.26,0.34615384615384603
GZT,-4q,2017-08-22,,0.52,BTO,,,,2017-06-30,Q2 2017,,3090,0.12,3.3333333333333335
H,-1q,2018-05-02,0.04,0.33,AMC,0.29,-0.6027397260273972,0.29,2018-03-31,Q1 2018,10,3091,0.73,-0.547945205479452
H,-2q,2018-02-14,0.04,0.23,AMC,0.19,-0.3448275862068965,0.19,2017-12-31,Q4 2017,10,3091,0.29,-0.20689655172413784
H,-3q,2017-11-02,0.09,0.26,BTO,0.17,-0.6382978723404255,0.17,2017-09-30,Q3 2017,10,3091,0.47,-0.4468085106382978
H,-4q,2017-08-03,0.17,0.52,BTO,0.35,-0.45312500000000006,0.35,2017-06-30,Q2 2017,9,3091,0.64,-0.1875
HA,-1q,2018-04-24,0.27,1.09,AMC,0.82,-0.21153846153846162,0.82,2018-03-31,Q1 2018,7,3092,1.04,0.04807692307692312
HA,-2q,2018-01-29,,1.1,AMC,1.1,-0.14062499999999994,1.1,2017-12-31,Q4 2017,7,3092,1.28,-0.14062499999999994
HA,-3q,2017-10-19,0.07,1.92,AMC,1.85,-0.03645833333333325,1.85,2017-09-30,Q3 2017,7,3092,1.92,
HA,-4q,2017-07-25,0.05,1.58,AMC,1.53,0.26446280991735543,1.53,2017-06-30,Q2 2017,7,3092,1.21,0.30578512396694224
